Liver_1_ctrl	Liver_1_treat1	Liver_1_treat2	Liver_2_ctrl1	Liver_2_ctrl2	Liver_2_ctrl3	Liver_2_treat1	Liver_2_treat2	Liver_2_treat3	Adipo_1_ctrl	Adipo_1_treat1	Adipo_1_treat2	Adipo_2_ctrl1	Adipo_2_ctrl2	Adipo_2_ctrl3	Adipo_2_treat1	Adipo_2_treat2	Adipo_2_treat3
Gm54384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54401	2	1	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54406	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Gm54407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5441	7	1.96	0	3.24	0	8	0	0	0	4	8	3	0	0	0	0	0	0
Gm54410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54420	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm54421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54426	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0.5
Gm54427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54434	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54437	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5444	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Gm54440	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54448	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm54449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5445	12.12	7.32	42.35	24.06	90.1	6.92	40.9	28.74	0	0	5.22	2.04	0	0	0	0	0	0
Gm54450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5446	0	1	0	0	23.56	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54463	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Gm54464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5447	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm54470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54483	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54487	4	0	5	3	1	0	16	7	6	0	2	0	0	0	0	0	0	0
Gm54488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5449	0	0	0	1	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0
Gm54490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54505	0	4	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm54506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54507	0	0	0	4.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54508	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Gm54509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5451	5	0	0	14.93	0	0	0	1.62	0	0	1	0	0	0	0	0	0	0
Gm54510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54519	1	0	18	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0
Gm5452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54521	0.39	0.67	0.28	0	0	0.47	0	0	0.07	0	0	0	0	0	0	0	0	0
Gm54522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54535	7	0	0	2	0	0	17	0	6	0	0	0	0	0	0	0	0	0
Gm54536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54542	28	23	26	22.81	9	31	23	26	8	33	22	25	0	0	0	1	0	0
Gm54543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54557	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5456	0	0	0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm54560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54567	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm54568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5457	0	0	4.53	1	0	0	1.01	5	4.1	1	0	1.51	0	0	0	0	0	0
Gm54570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54574	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54587	0.39	0.67	0.28	0	0	0.47	0	0	0.07	0	0	0	0	0	0	0	0	0
Gm54588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5459	0	0	13.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54593	0	0	2.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5460	5	5	12	22	5	0	25	54	108.17	0	0	0	0	0	0	0	0	0
Gm54600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54601	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm54602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54608	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Gm54609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5461	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm54611	0.39	0.67	0.28	0	0	0.47	0	0	0.07	0	0	0	0	0	0	0	0	0
Gm54612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54621	0	3	0	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0
Gm54622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54639	4	0	0	0	0	13	0	1	3	28	12	8	0	0	0	0	0	0
Gm5464	0	0	7	5	0	0	1	0	0	0	0	4	0	0	0	0	0	0
Gm54640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54641	0	0	9	11	18	6	56	33	56	0	0	0	0	0	0	0	0	0
Gm54642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5466	3.77	5	5.06	2	0	0	0	10	0	0	19	0	0	0	0	0	0	0
Gm54660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54672	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm54673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5468	1.5	0	2.5	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
Gm54680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
